Province/State	Country/Region	Last Update	Confirmed	Deaths	Recovered
South Carolina	US	4/14/2020 23:33	9	0	0
Louisiana	US	4/14/2020 23:33	104	5	0
Virginia	US	4/14/2020 23:33	15	0	0
Idaho	US	4/14/2020 23:33	538	9	0
Iowa	US	4/14/2020 23:33	1	0	0
Kentucky	US	4/14/2020 23:33	43	1	0
Missouri	US	4/14/2020 23:33	12	0	0
Oklahoma	US	4/14/2020 23:33	28	2	0
Colorado	US	4/14/2020 23:33	726	27	0
Idaho	US	4/14/2020 23:33	1	0	0
Illinois	US	4/14/2020 23:33	27	0	0
Indiana	US	4/14/2020 23:33	6	1	0
Mississippi	US	4/14/2020 23:33	62	1	0
Nebraska	US	4/14/2020 23:33	62	0	0
Ohio	US	4/14/2020 23:33	3	0	0
Pennsylvania	US	4/14/2020 23:33	63	1	0
Washington	US	4/14/2020 23:33	39	0	0
Wisconsin	US	4/14/2020 23:33	3	0	0
Vermont	US	4/14/2020 23:33	56	1	0
South Carolina	US	4/14/2020 23:33	60	3	0
Florida	US	4/14/2020 23:33	195	0	0
North Carolina	US	4/14/2020 23:33	73	0	0
California	US	4/14/2020 23:33	888	23	0
Colorado	US	4/14/2020 23:33	7	2	0
New York	US	4/14/2020 23:33	535	16	0
Wyoming	US	4/14/2020 23:33	5	0	0
Virginia	US	4/14/2020 23:33	50	0	0
Mississippi	US	4/14/2020 23:33	7	0	0
North Carolina	US	4/14/2020 23:33	3	0	0
Virginia	US	4/14/2020 23:33	247	1	0
Oklahoma	US	4/14/2020 23:33	1	0	0
Iowa	US	4/14/2020 23:33	24	1	0
Michigan	US	4/14/2020 23:33	23	0	0
Maryland	US	4/14/2020 23:33	17	0	0
New York	US	4/14/2020 23:33	28	1	0
North Carolina	US	4/14/2020 23:33	2	0	0
Virginia	US	4/14/2020 23:33	4	0	0
Pennsylvania	US	4/14/2020 23:33	893	24	0
Indiana	US	4/14/2020 23:33	167	13	0
Kentucky	US	4/14/2020 23:33	2	0	0
Louisiana	US	4/14/2020 23:33	74	8	0
Ohio	US	4/14/2020 23:33	46	4	0
South Carolina	US	4/14/2020 23:33	5	0	0
Michigan	US	4/14/2020 23:33	1	0	0
California	US	4/14/2020 23:33	2	0	0
California	US	4/14/2020 23:33	7	0	0
Virginia	US	4/14/2020 23:33	9	0	0
Virginia	US	4/14/2020 23:33	10	0	0
Mississippi	US	4/14/2020 23:33	14	1	0
Alaska	US	4/14/2020 23:33	136	4	0
Kansas	US	4/14/2020 23:33	0	0	0
Kentucky	US	4/14/2020 23:33	3	1	0
South Carolina	US	4/14/2020 23:33	111	5	0
