Province/State	Country/Region	Last Update	Confirmed	Deaths	Recovered
South Carolina	US	3/31/2020 23:43	4	0	0
Louisiana	US	3/31/2020 23:43	39	1	0
Virginia	US	3/31/2020 23:43	7	0	0
Idaho	US	3/31/2020 23:43	195	3	0
Iowa	US	3/31/2020 23:43	1	0	0
Missouri	US	3/31/2020 23:43	2	0	0
Oklahoma	US	3/31/2020 23:43	4	0	0
Colorado	US	3/31/2020 23:43	181	2	0
Illinois	US	3/31/2020 23:43	2	0	0
Indiana	US	3/31/2020 23:43	1	0	0
Mississippi	US	3/31/2020 23:43	10	0	0
Nebraska	US	3/31/2020 23:43	3	0	0
Pennsylvania	US	3/31/2020 23:43	9	0	0
Washington	US	3/31/2020 23:43	13	0	0
Vermont	US	3/31/2020 23:43	23	0	0
South Carolina	US	3/31/2020 23:43	13	1	0
Florida	US	3/31/2020 23:43	87	0	0
North Carolina	US	3/31/2020 23:43	7	0	0
California	US	3/31/2020 23:43	313	7	0
Colorado	US	3/31/2020 23:43	1	0	0
New York	US	3/31/2020 23:43	226	1	0
Wyoming	US	3/31/2020 23:43	1	0	0
Virginia	US	3/31/2020 23:43	21	0	0
Mississippi	US	3/31/2020 23:43	3	0	0
North Carolina	US	3/31/2020 23:43	2	0	0
Virginia	US	3/31/2020 23:43	30	0	0
Iowa	US	3/31/2020 23:43	7	1	0
Michigan	US	3/31/2020 23:43	3	0	0
New York	US	3/31/2020 23:43	9	1	0
North Carolina	US	3/31/2020 23:43	2	0	0
Virginia	US	3/31/2020 23:43	1	0	0
Pennsylvania	US	3/31/2020 23:43	325	2	0
Indiana	US	3/31/2020 23:43	30	1	0
Kentucky	US	3/31/2020 23:43	2	0	0
Louisiana	US	3/31/2020 23:43	15	0	0
Ohio	US	3/31/2020 23:43	5	0	0
California	US	3/31/2020 23:43	2	0	0
Virginia	US	3/31/2020 23:43	2	0	0
Virginia	US	3/31/2020 23:43	3	0	0
Mississippi	US	3/31/2020 23:43	4	1	0
Alaska	US	3/31/2020 23:43	61	1	0
Kentucky	US	3/31/2020 23:43	2	1	0
South Carolina	US	3/31/2020 23:43	39	1	0
Tennessee	US	3/31/2020 23:43	10	0	0
Texas	US	3/31/2020 23:43	1	0	0
Texas	US	3/31/2020 23:43	0	0	0
Maine	US	3/31/2020 23:43	11	0	0
