Province/State	Country/Region	Last Update	Confirmed	Deaths	Recovered
South Carolina	US	3/29/2020 23:08	3	0	0
Louisiana	US	3/29/2020 23:08	9	1	0
Virginia	US	3/29/2020 23:08	3	0	0
Idaho	US	3/29/2020 23:08	92	1	0
Iowa	US	3/29/2020 23:08	1	0	0
Kentucky	US	3/29/2020 23:08	0	0	0
Missouri	US	3/29/2020 23:08	1	0	0
Oklahoma	US	3/29/2020 23:08	4	0	0
Colorado	US	3/29/2020 23:08	110	0	0
Idaho	US	3/29/2020 23:08	0	0	0
Illinois	US	3/29/2020 23:08	2	0	0
Indiana	US	3/29/2020 23:08	1	0	0
Iowa	US	3/29/2020 23:08	0	0	0
Mississippi	US	3/29/2020 23:08	7	0	0
Nebraska	US	3/29/2020 23:08	2	0	0
North Dakota	US	3/29/2020 23:08	0	0	0
Ohio	US	3/29/2020 23:08	0	0	0
Pennsylvania	US	3/29/2020 23:08	8	0	0
Washington	US	3/29/2020 23:08	5	0	0
Wisconsin	US	3/29/2020 23:08	0	0	0
Vermont	US	3/29/2020 23:08	17	0	0
South Carolina	US	3/29/2020 23:08	9	0	0
Minnesota	US	3/29/2020 23:08	0	0	0
Florida	US	3/29/2020 23:08	71	0	0
North Carolina	US	3/29/2020 23:08	6	0	0
California	US	3/29/2020 23:08	270	6	0
Colorado	US	3/29/2020 23:08	1	0	0
New York	US	3/29/2020 23:08	205	1	0
Wyoming	US	3/29/2020 23:08	1	0	0
Virginia	US	3/29/2020 23:08	17	0	0
Michigan	US	3/29/2020 23:08	0	0	0
Mississippi	US	3/29/2020 23:08	1	0	0
Alaska	US	3/29/2020 23:08	0	0	0
Alaska	US	3/29/2020 23:08	0	0	0
Illinois	US	3/29/2020 23:08	0	0	0
North Carolina	US	3/29/2020 23:08	1	0	0
Virginia	US	3/29/2020 23:08	25	0	0
Oklahoma	US	3/29/2020 23:08	0	0	0
Michigan	US	3/29/2020 23:08	0	0	0
Iowa	US	3/29/2020 23:08	7	1	0
Michigan	US	3/29/2020 23:08	2	0	0
Maryland	US	3/29/2020 23:08	0	0	0
New York	US	3/29/2020 23:08	6	0	0
North Carolina	US	3/29/2020 23:08	2	0	0
Virginia	US	3/29/2020 23:08	0	0	0
Pennsylvania	US	3/29/2020 23:08	265	2	0
Indiana	US	3/29/2020 23:08	26	1	0
Kansas	US	3/29/2020 23:08	0	0	0
Kentucky	US	3/29/2020 23:08	1	0	0
Louisiana	US	3/29/2020 23:08	9	0	0
Ohio	US	3/29/2020 23:08	4	0	0
South Carolina	US	3/29/2020 23:08	0	0	0
Michigan	US	3/29/2020 23:08	0	0	0
California	US	3/29/2020 23:08	0	0	0
California	US	3/29/2020 23:08	2	0	0
Virginia	US	3/29/2020 23:08	1	0	0
Virginia	US	3/29/2020 23:08	2	0	0
Mississippi	US	3/29/2020 23:08	4	0	0
Alaska	US	3/29/2020 23:08	54	1	0
Kansas	US	3/29/2020 23:08	0	0	0
Kentucky	US	3/29/2020 23:08	2	1	0
South Carolina	US	3/29/2020 23:08	29	0	0
Tennessee	US	3/29/2020 23:08	6	0	0
Texas	US	3/29/2020 23:08	0	0	0
Missouri	US	3/29/2020 23:08	0	0	0
Texas	US	3/29/2020 23:08	0	0	0
Maine	US	3/29/2020 23:08	8	0	0
Texas	US	3/29/2020 23:08	3	0	0
Maryland	US	3/29/2020 23:08	99	0	0
Minnesota	US	3/29/2020 23:08	17	0	0
North Carolina	US	3/29/2020 23:08	0	0	0
Nebraska	US	3/29/2020 23:08	0	0	0
Michigan	US	3/29/2020 23:08	0	0	0
Arizona	US	3/29/2020 23:08	13	0	0
Iowa	US	3/29/2020 23:08	1	0	0
Georgia	US	3/29/2020 23:08	0	0	0
Virginia	US	3/29/2020 23:08	0	0	0
Texas	US	3/29/2020 23:08	0	0	0
Colorado	US	3/29/2020 23:08	241	3	0
Texas	US	3/29/2020 23:08	0	0	0
Colorado	US	3/29/2020 23:08	0	0	0
Michigan	US	3/29/2020 23:08	0	0	0
Arkansas	US	3/29/2020 23:08	0	0	0
Virginia	US	3/29/2020 23:08	84	2	0
Pennsylvania	US	3/29/2020 23:08	3	0	0
Texas	US	3/29/2020 23:08	0	0	0
Maine	US	3/29/2020 23:08	0	0	0
Nebraska	US	3/29/2020 23:08	0	0	0
Louisiana	US	3/29/2020 23:08	139	2	0
North Carolina	US	3/29/2020 23:08	0	0	0
Ohio	US	3/29/2020 23:08	2	0	0
Wisconsin	US	3/29/2020 23:08	0	0	0
Arkansas	US	3/29/2020 23:08	1	0	0
Ohio	US	3/29/2020 23:08	6	0	0
Washington	US	3/29/2020 23:08	0	0	0
Louisiana	US	3/29/2020 23:08	14	0	0
Texas	US	3/29/2020 23:08	2	0	0
Kansas	US	3/29/2020 23:08	0	0	0
Missouri	US	3/29/2020 23:08	1	0	0
Ohio	US	3/29/2020 23:08	3	0	0
Georgia	US	3/29/2020 23:08	0	0	0
