Province/State	Country/Region	Last Update	Confirmed	Deaths	Recovered
South Carolina	US	4/12/2020 23:18	9	0	0
Louisiana	US	4/12/2020 23:18	99	5	0
Virginia	US	4/12/2020 23:18	15	0	0
Idaho	US	4/12/2020 23:18	517	6	0
Iowa	US	4/12/2020 23:18	1	0	0
Kentucky	US	4/12/2020 23:18	11	0	0
Missouri	US	4/12/2020 23:18	11	0	0
Oklahoma	US	4/12/2020 23:18	27	2	0
Colorado	US	4/12/2020 23:18	647	26	0
Idaho	US	4/12/2020 23:18	1	0	0
Illinois	US	4/12/2020 23:18	25	0	0
Indiana	US	4/12/2020 23:18	5	1	0
Mississippi	US	4/12/2020 23:18	51	1	0
Nebraska	US	4/12/2020 23:18	54	0	0
Ohio	US	4/12/2020 23:18	3	0	0
Pennsylvania	US	4/12/2020 23:18	48	1	0
Washington	US	4/12/2020 23:18	36	0	0
Wisconsin	US	4/12/2020 23:18	2	0	0
Vermont	US	4/12/2020 23:18	55	1	0
South Carolina	US	4/12/2020 23:18	50	1	0
Florida	US	4/12/2020 23:18	215	0	0
North Carolina	US	4/12/2020 23:18	36	0	0
California	US	4/12/2020 23:18	845	23	0
Colorado	US	4/12/2020 23:18	7	2	0
New York	US	4/12/2020 23:18	478	12	0
Wyoming	US	4/12/2020 23:18	5	0	0
Virginia	US	4/12/2020 23:18	46	0	0
Mississippi	US	4/12/2020 23:18	7	0	0
North Carolina	US	4/12/2020 23:18	2	0	0
Virginia	US	4/12/2020 23:18	198	1	0
Iowa	US	4/12/2020 23:18	21	1	0
Michigan	US	4/12/2020 23:18	21	0	0
Maryland	US	4/12/2020 23:18	13	0	0
New York	US	4/12/2020 23:18	26	1	0
North Carolina	US	4/12/2020 23:18	2	0	0
Virginia	US	4/12/2020 23:18	4	0	0
Pennsylvania	US	4/12/2020 23:18	857	19	0
Indiana	US	4/12/2020 23:18	147	10	0
Kentucky	US	4/12/2020 23:18	4	0	0
Louisiana	US	4/12/2020 23:18	73	7	0
Ohio	US	4/12/2020 23:18	33	2	0
South Carolina	US	4/12/2020 23:18	5	0	0
Michigan	US	4/12/2020 23:18	1	0	0
California	US	4/12/2020 23:18	2	0	0
California	US	4/12/2020 23:18	7	0	0
Virginia	US	4/12/2020 23:18	9	0	0
Virginia	US	4/12/2020 23:18	10	0	0
Mississippi	US	4/12/2020 23:18	12	1	0
Alaska	US	4/12/2020 23:18	127	4	0
Kansas	US	4/12/2020 23:18	1	0	0
Kentucky	US	4/12/2020 23:18	3	1	0
South Carolina	US	4/12/2020 23:18	106	5	0
Tennessee	US	4/12/2020 23:18	12	1	0
Texas	US	4/12/2020 23:18	3	0	0
Missouri	US	4/12/2020 23:18	1	0	0
Texas	US	4/12/2020 23:18	12	0	0
Maine	US	4/12/2020 23:18	28	0	0
Texas	US	4/12/2020 23:18	16	0	0
Maryland	US	4/12/2020 23:18	659	27	0
Minnesota	US	4/12/2020 23:18	68	0	0
North Carolina	US	4/12/2020 23:18	10	0	0
Nebraska	US	4/12/2020 23:18	1	0	0
Michigan	US	4/12/2020 23:18	8	0	0
Arizona	US	4/12/2020 23:18	72	0	0
Iowa	US	4/12/2020 23:18	1	1	0
Georgia	US	4/12/2020 23:18	9	0	0
Virginia	US	4/12/2020 23:18	7	0	0
Texas	US	4/12/2020 23:18	2	0	0
Colorado	US	4/12/2020 23:18	1083	38	0
Colorado	US	4/12/2020 23:18	6	0	0
Michigan	US	4/12/2020 23:18	5	0	0
Arkansas	US	4/12/2020 23:18	2	0	0
Virginia	US	4/12/2020 23:18	366	2	0
Pennsylvania	US	4/12/2020 23:18	27	1	0
Maine	US	4/12/2020 23:18	2	0	0
Louisiana	US	4/12/2020 23:18	428	23	0
North Carolina	US	4/12/2020 23:18	4	0	0
Ohio	US	4/12/2020 23:18	5	0	0
Wisconsin	US	4/12/2020 23:18	2	0	0
Arkansas	US	4/12/2020 23:18	10	0	0
Ohio	US	4/12/2020 23:18	26	2	0
Washington	US	4/12/2020 23:18	5	0	0
Louisiana	US	4/12/2020 23:18	116	1	0
Texas	US	4/12/2020 23:18	9	0	0
Kansas	US	4/12/2020 23:18	3	0	0
Missouri	US	4/12/2020 23:18	1	0	0
Ohio	US	4/12/2020 23:18	3	1	0
Georgia	US	4/12/2020 23:18	2	0	0
New Jersey	US	4/12/2020 23:18	253	8	0
Oklahoma	US	4/12/2020 23:18	1	0	0
Mississippi	US	4/12/2020 23:18	20	0	0
Iowa	US	4/12/2020 23:18	1	0	0
Ohio	US	4/12/2020 23:18	14	1	0
Virginia	US	4/12/2020 23:18	17	0	0
South Dakota	US	4/12/2020 23:18	1	0	0
Texas	US	4/12/2020 23:18	10	0	0
Alabama	US	4/12/2020 23:18	19	1	0
Louisiana	US	4/12/2020 23:18	61	1	0
Colorado	US	4/12/2020 23:18	10	0	0
Georgia	US	4/12/2020 23:18	14	0	0
Florida	US	4/12/2020 23:18	17	2	0
Georgia	US	4/12/2020 23:18	14	2	0
Alabama	US	4/12/2020 23:18	71	1	0
Georgia	US	4/12/2020 23:18	52	1	0
Kentucky	US	4/12/2020 23:18	1	0	0
Maryland	US	4/12/2020 23:18	1257	30	0
Maryland	US	4/12/2020 23:18	812	24	0
South Carolina	US	4/12/2020 23:18	7	0	0
Texas	US	4/12/2020 23:18	2	0	0
Georgia	US	4/12/2020 23:18	7	0	0
Idaho	US	4/12/2020 23:18	5	0	0
Kansas	US	4/12/2020 23:18	1	0	0
Alabama	US	4/12/2020 23:18	10	0	0
West Virginia	US	4/12/2020 23:18	4	0	0
North Dakota	US	4/12/2020 23:18	2	0	0
Massachusetts	US	4/12/2020 23:18	501	16	0
South Carolina	US	4/12/2020 23:18	5	0	0
Kentucky	US	4/12/2020 23:18	5	0	0
Wisconsin	US	4/12/2020 23:18	6	0	0
Georgia	US	4/12/2020 23:18	55	3	0
Michigan	US	4/12/2020 23:18	8	0	0
Missouri	US	4/12/2020 23:18	2	0	0
Indiana	US	4/12/2020 23:18	110	4	0
Kansas	US	4/12/2020 23:18	4	0	0
Georgia	US	4/12/2020 23:18	212	15	0
Texas	US	4/12/2020 23:18	26	1	0
Missouri	US	4/12/2020 23:18	6	0	0
Kentucky	US	4/12/2020 23:18	2	0	0
Virginia	US	4/12/2020 23:18	0	0	0
Arkansas	US	4/12/2020 23:18	4	0	0
Florida	US	4/12/2020 23:18	37	1	0
Michigan	US	4/12/2020 23:18	54	2	0
Wisconsin	US	4/12/2020 23:18	3	0	0
South Dakota	US	4/12/2020 23:18	21	2	0
North Carolina	US	4/12/2020 23:18	13	0	0
South Carolina	US	4/12/2020 23:18	194	6	0
Louisiana	US	4/12/2020 23:18	27	1	0
Oklahoma	US	4/12/2020 23:18	1	0	0
Pennsylvania	US	4/12/2020 23:18	145	13	0
Montana	US	4/12/2020 23:18	1	0	0
Minnesota	US	4/12/2020 23:18	2	0	0
Oklahoma	US	4/12/2020 23:18	1	0	0
Pennsylvania	US	4/12/2020 23:18	5	1	0
Tennessee	US	4/12/2020 23:18	20	1	0
Virginia	US	4/12/2020 23:18	15	0	0
Texas	US	4/12/2020 23:18	2	0	0
New Hampshire	US	4/12/2020 23:18	21	0	0
Texas	US	4/12/2020 23:18	101	3	0
Ohio	US	4/12/2020 23:18	50	2	0
Minnesota	US	4/12/2020 23:18	5	0	0
Georgia	US	4/12/2020 23:18	8	0	0
Vermont	US	4/12/2020 23:18	31	1	0
Arkansas	US	4/12/2020 23:18	48	0	0
Indiana	US	4/12/2020 23:18	2	0	0
Iowa	US	4/12/2020 23:18	17	1	0
Minnesota	US	4/12/2020 23:18	1	0	0
Mississippi	US	4/12/2020 23:18	5	0	0
Missouri	US	4/12/2020 23:18	3	0	0
Oregon	US	4/12/2020 23:18	23	2	0
Tennessee	US	4/12/2020 23:18	4	0	0
Washington	US	4/12/2020 23:18	249	25	0
Michigan	US	4/12/2020 23:18	0	0	0
New Jersey	US	4/12/2020 23:18	9784	453	0
South Carolina	US	4/12/2020 23:18	83	1	0
West Virginia	US	4/12/2020 23:18	92	0	0
Pennsylvania	US	4/12/2020 23:18	1035	20	0
Massachusetts	US	4/12/2020 23:18	350	20	0
New Mexico	US	4/12/2020 23:18	440	16	0
Georgia	US	4/12/2020 23:18	6	0	0
Michigan	US	4/12/2020 23:18	104	4	0
North Carolina	US	4/12/2020 23:18	12	1	0
Alaska	US	4/12/2020 23:18	1	0	0
Texas	US	4/12/2020 23:18	723	27	0
Alabama	US	4/12/2020 23:18	16	0	0
Georgia	US	4/12/2020 23:18	67	1	0
Louisiana	US	4/12/2020 23:18	33	1	0
Montana	US	4/12/2020 23:18	1	0	0
Wyoming	US	4/12/2020 23:18	1	0	0
Minnesota	US	4/12/2020 23:18	1	0	0
Idaho	US	4/12/2020 23:18	2	0	0
Iowa	US	4/12/2020 23:18	47	0	0
Indiana	US	4/12/2020 23:18	5	0	0
North Carolina	US	4/12/2020 23:18	1	0	0
Idaho	US	4/12/2020 23:18	454	5	0
Pennsylvania	US	4/12/2020 23:18	10	0	0
Texas	US	4/12/2020 23:18	4	0	0
Virginia	US	4/12/2020 23:18	0	0	0
Georgia	US	4/12/2020 23:18	1	0	0
Tennessee	US	4/12/2020 23:18	3	0	0
Alabama	US	4/12/2020 23:18	13	0	0
Tennessee	US	4/12/2020 23:18	46	3	0
Minnesota	US	4/12/2020 23:18	22	0	0
Mississippi	US	4/12/2020 23:18	68	3	0
Missouri	US	4/12/2020 23:18	3	0	0
South Dakota	US	4/12/2020 23:18	4	0	0
Illinois	US	4/12/2020 23:18	4	0	0
Idaho	US	4/12/2020 23:18	4	0	0
Idaho	US	4/12/2020 23:18	12	0	0
Arkansas	US	4/12/2020 23:18	3	0	0
Illinois	US	4/12/2020 23:18	7	1	0
Indiana	US	4/12/2020 23:18	109	2	0
Iowa	US	4/12/2020 23:18	4	0	0
Kentucky	US	4/12/2020 23:18	48	1	0
Missouri	US	4/12/2020 23:18	80	1	0
West Virginia	US	4/12/2020 23:18	1	0	0
Louisiana	US	4/12/2020 23:18	186	9	0
Virginia	US	4/12/2020 23:18	23	0	0
Colorado	US	4/12/2020 23:18	264	11	0
Kansas	US	4/12/2020 23:18	7	1	0
Kentucky	US	4/12/2020 23:18	4	1	0
Texas	US	4/12/2020 23:18	32	1	0
North Dakota	US	4/12/2020 23:18	1	0	0
Nebraska	US	4/12/2020 23:18	1	0	0
Utah	US	4/12/2020 23:18	13	0	0
Kentucky	US	4/12/2020 23:18	26	2	0
Kentucky	US	4/12/2020 23:18	13	0	0
Kentucky	US	4/12/2020 23:18	6	0	0
Florida	US	4/12/2020 23:18	29	1	0
Pennsylvania	US	4/12/2020 23:18	18	0	0
Arkansas	US	4/12/2020 23:18	7	0	0
Tennessee	US	4/12/2020 23:18	31	0	0
Michigan	US	4/12/2020 23:18	27	2	0
Georgia	US	4/12/2020 23:18	8	1	0
West Virginia	US	4/12/2020 23:18	1	0	0
Texas	US	4/12/2020 23:18	225	2	0
Texas	US	4/12/2020 23:18	134	10	0
Kentucky	US	4/12/2020 23:18	2	0	0
Kentucky	US	4/12/2020 23:18	3	0	0
Iowa	US	4/12/2020 23:18	3	0	0
Florida	US	4/12/2020 23:18	133	4	0
Massachusetts	US	4/12/2020 23:18	1327	43	0
Rhode Island	US	4/12/2020 23:18	39	0	0
Virginia	US	4/12/2020 23:18	1	0	0
Montana	US	4/12/2020 23:18	4	0	0
West Virginia	US	4/12/2020 23:18	3	0	0
South Dakota	US	4/12/2020 23:18	8	0	0
Georgia	US	4/12/2020 23:18	18	1	0
New York	US	4/12/2020 23:18	126	6	0
Colorado	US	4/12/2020 23:18	81	2	0
Florida	US	4/12/2020 23:18	2945	76	0
Indiana	US	4/12/2020 23:18	12	1	0
Minnesota	US	4/12/2020 23:18	7	1	0
Ohio	US	4/12/2020 23:18	6	1	0
South Dakota	US	4/12/2020 23:18	14	0	0
Texas	US	4/12/2020 23:18	10	0	0
Wisconsin	US	4/12/2020 23:18	68	1	0
South Dakota	US	4/12/2020 23:18	1	0	0
North Carolina	US	4/12/2020 23:18	34	1	0
Virginia	US	4/12/2020 23:18	3	0	0
Georgia	US	4/12/2020 23:18	29	1	0
Oklahoma	US	4/12/2020 23:18	3	0	0
Iowa	US	4/12/2020 23:18	7	0	0
Missouri	US	4/12/2020 23:18	20	1	0
Virginia	US	4/12/2020 23:18	2	0	0
Virginia	US	4/12/2020 23:18	14	0	0
Pennsylvania	US	4/12/2020 23:18	1170	35	0
Iowa	US	4/12/2020 23:18	2	0	0
Virginia	US	4/12/2020 23:18	4	0	0
Nebraska	US	4/12/2020 23:18	35	1	0
Wisconsin	US	4/12/2020 23:18	3	1	0
Kentucky	US	4/12/2020 23:18	27	2	0
Georgia	US	4/12/2020 23:18	16	1	0
Alabama	US	4/12/2020 23:18	4	0	0
North Carolina	US	4/12/2020 23:18	37	2	0
Illinois	US	4/12/2020 23:18	5	0	0
Georgia	US	4/12/2020 23:18	28	1	0
North Carolina	US	4/12/2020 23:18	61	2	0
North Dakota	US	4/12/2020 23:18	2	0	0
North Dakota	US	4/12/2020 23:18	50	0	0
Texas	US	4/12/2020 23:18	6	0	0
New Jersey	US	4/12/2020 23:18	1095	23	0
Texas	US	4/12/2020 23:18	6	0	0
Nebraska	US	4/12/2020 23:18	1	0	0
Alabama	US	4/12/2020 23:18	7	0	0
Iowa	US	4/12/2020 23:18	1	0	0
Kansas	US	4/12/2020 23:18	8	0	0
Kentucky	US	4/12/2020 23:18	11	0	0
Missouri	US	4/12/2020 23:18	13	0	0
Ohio	US	4/12/2020 23:18	117	2	0
Pennsylvania	US	4/12/2020 23:18	133	4	0
California	US	4/12/2020 23:18	14	0	0
South Dakota	US	4/12/2020 23:18	0	0	0
Georgia	US	4/12/2020 23:18	28	0	0
North Carolina	US	4/12/2020 23:18	117	1	0
West Virginia	US	4/12/2020 23:18	22	0	0
Utah	US	4/12/2020 23:18	33	0	0
Louisiana	US	4/12/2020 23:18	1018	39	0
Oklahoma	US	4/12/2020 23:18	9	0	0
California	US	4/12/2020 23:18	8	0	0
Louisiana	US	4/12/2020 23:18	259	12	0
Kentucky	US	4/12/2020 23:18	10	0	0
Louisiana	US	4/12/2020 23:18	18	0	0
Missouri	US	4/12/2020 23:18	1	0	0
North Carolina	US	4/12/2020 23:18	17	0	0
Texas	US	4/12/2020 23:18	6	0	0
Vermont	US	4/12/2020 23:18	8	0	0
Alabama	US	4/12/2020 23:18	59	0	0
Florida	US	4/12/2020 23:18	5	0	0
Georgia	US	4/12/2020 23:18	43	2	0
Illinois	US	4/12/2020 23:18	1	0	0
Michigan	US	4/12/2020 23:18	74	1	0
Mississippi	US	4/12/2020 23:18	18	0	0
South Carolina	US	4/12/2020 23:18	6	1	0
Texas	US	4/12/2020 23:18	15	0	0
Texas	US	4/12/2020 23:18	1	0	0
Missouri	US	4/12/2020 23:18	20	1	0
Kentucky	US	4/12/2020 23:18	14	1	0
Wisconsin	US	4/12/2020 23:18	4	0	0
Maryland	US	4/12/2020 23:18	90	1	0
Idaho	US	4/12/2020 23:18	1	0	0
Pennsylvania	US	4/12/2020 23:18	13	1	0
Georgia	US	4/12/2020 23:18	20	0	0
Missouri	US	4/12/2020 23:18	26	1	0
New Jersey	US	4/12/2020 23:18	1270	32	0
Louisiana	US	4/12/2020 23:18	2	0	0
Pennsylvania	US	4/12/2020 23:18	1	0	0
Texas	US	4/12/2020 23:18	195	3	0
Texas	US	4/12/2020 23:18	3	0	0
Kentucky	US	4/12/2020 23:18	47	3	0
Tennessee	US	4/12/2020 23:18	10	0	0
Virginia	US	4/12/2020 23:18	9	0	0
Wyoming	US	4/12/2020 23:18	11	0	0
Oklahoma	US	4/12/2020 23:18	56	1	0
Georgia	US	4/12/2020 23:18	4	0	0
Tennessee	US	4/12/2020 23:18	7	0	0
Idaho	US	4/12/2020 23:18	146	5	0
Missouri	US	4/12/2020 23:18	28	1	0
New Jersey	US	4/12/2020 23:18	145	9	0
Montana	US	4/12/2020 23:18	6	0	0
Pennsylvania	US	4/12/2020 23:18	102	3	0
Utah	US	4/12/2020 23:18	2	0	0
Wyoming	US	4/12/2020 23:18	4	0	0
Idaho	US	4/12/2020 23:18	1	0	0
Minnesota	US	4/12/2020 23:18	25	0	0
Maryland	US	4/12/2020 23:18	17	0	0
Virginia	US	4/12/2020 23:18	6	0	0
Arkansas	US	4/12/2020 23:18	2	0	0
Georgia	US	4/12/2020 23:18	204	5	0
Illinois	US	4/12/2020 23:18	5	1	0
Indiana	US	4/12/2020 23:18	5	0	0
Iowa	US	4/12/2020 23:18	1	0	0
Kentucky	US	4/12/2020 23:18	2	0	0
Maryland	US	4/12/2020 23:18	236	25	0
Mississippi	US	4/12/2020 23:18	7	0	0
New Hampshire	US	4/12/2020 23:18	28	0	0
Ohio	US	4/12/2020 23:18	13	0	0
Tennessee	US	4/12/2020 23:18	11	0	0
Virginia	US	4/12/2020 23:18	3	0	0
Nevada	US	4/12/2020 23:18	16	0	0
Kentucky	US	4/12/2020 23:18	1	0	0
Missouri	US	4/12/2020 23:18	3	1	0
Oklahoma	US	4/12/2020 23:18	1	0	0
Tennessee	US	4/12/2020 23:18	3	0	0
North Carolina	US	4/12/2020 23:18	21	1	0
Minnesota	US	4/12/2020 23:18	13	0	0
Montana	US	4/12/2020 23:18	13	0	0
Indiana	US	4/12/2020 23:18	22	1	0
Michigan	US	4/12/2020 23:18	11	1	0
Minnesota	US	4/12/2020 23:18	4	0	0
Missouri	US	4/12/2020 23:18	37	2	0
Nebraska	US	4/12/2020 23:18	3	0	0
North Dakota	US	4/12/2020 23:18	107	2	0
Texas	US	4/12/2020 23:18	5	0	0
Idaho	US	4/12/2020 23:18	7	1	0
Texas	US	4/12/2020 23:18	11	1	0
North Carolina	US	4/12/2020 23:18	3	0	0
Louisiana	US	4/12/2020 23:18	21	1	0
North Carolina	US	4/12/2020 23:18	33	1	0
Georgia	US	4/12/2020 23:18	12	0	0
New Mexico	US	4/12/2020 23:18	1	0	0
New York	US	4/12/2020 23:18	28	0	0
New York	US	4/12/2020 23:18	31	1	0
Maryland	US	4/12/2020 23:18	74	1	0
Iowa	US	4/12/2020 23:18	20	0	0
Missouri	US	4/12/2020 23:18	5	0	0
Nebraska	US	4/12/2020 23:18	0	0	0
Pennsylvania	US	4/12/2020 23:18	70	0	0
Iowa	US	4/12/2020 23:18	13	0	0
Colorado	US	4/12/2020 23:18	28	3	0
Alabama	US	4/12/2020 23:18	198	8	0
Texas	US	4/12/2020 23:18	29	0	0
Illinois	US	4/12/2020 23:18	86	2	0
Ohio	US	4/12/2020 23:18	6	1	0
Missouri	US	4/12/2020 23:18	4	0	0
Maryland	US	4/12/2020 23:18	253	9	0
Virginia	US	4/12/2020 23:18	9	0	0
South Dakota	US	4/12/2020 23:18	4	0	0
South Carolina	US	4/12/2020 23:18	339	2	0
Michigan	US	4/12/2020 23:18	11	0	0
Florida	US	4/12/2020 23:18	113	5	0
Virginia	US	4/12/2020 23:18	4	0	0
Virginia	US	4/12/2020 23:18	31	1	0
Georgia	US	4/12/2020 23:18	3	0	0
Georgia	US	4/12/2020 23:18	147	5	0
North Carolina	US	4/12/2020 23:18	63	0	0
Georgia	US	4/12/2020 23:18	3	0	0
Georgia	US	4/12/2020 23:18	6	1	0
Kansas	US	4/12/2020 23:18	3	0	0
