Province/State	Country/Region	Last Update	Confirmed	Deaths	Recovered
South Carolina	US	4/4/2020 23:34	6	0	0
Louisiana	US	4/4/2020 23:34	65	2	0
Virginia	US	4/4/2020 23:34	8	0	0
Idaho	US	4/4/2020 23:34	360	3	0
Iowa	US	4/4/2020 23:34	1	0	0
Kentucky	US	4/4/2020 23:34	3	0	0
Missouri	US	4/4/2020 23:34	10	0	0
Oklahoma	US	4/4/2020 23:34	14	0	0
Colorado	US	4/4/2020 23:34	294	9	0
Idaho	US	4/4/2020 23:34	1	0	0
Illinois	US	4/4/2020 23:34	3	0	0
Indiana	US	4/4/2020 23:34	2	0	0
Mississippi	US	4/4/2020 23:34	16	0	0
Nebraska	US	4/4/2020 23:34	8	0	0
Ohio	US	4/4/2020 23:34	1	0	0
Pennsylvania	US	4/4/2020 23:34	21	0	0
Washington	US	4/4/2020 23:34	20	0	0
Wisconsin	US	4/4/2020 23:34	1	0	0
Vermont	US	4/4/2020 23:34	34	0	0
South Carolina	US	4/4/2020 23:34	24	1	0
Florida	US	4/4/2020 23:34	116	0	0
North Carolina	US	4/4/2020 23:34	16	0	0
California	US	4/4/2020 23:34	443	12	0
Colorado	US	4/4/2020 23:34	4	0	0
New York	US	4/4/2020 23:34	293	6	0
Wyoming	US	4/4/2020 23:34	4	0	0
Virginia	US	4/4/2020 23:34	27	0	0
Mississippi	US	4/4/2020 23:34	6	0	0
North Carolina	US	4/4/2020 23:34	2	0	0
Virginia	US	4/4/2020 23:34	68	0	0
Iowa	US	4/4/2020 23:34	16	1	0
Michigan	US	4/4/2020 23:34	10	0	0
Maryland	US	4/4/2020 23:34	3	0	0
New York	US	4/4/2020 23:34	16	1	0
North Carolina	US	4/4/2020 23:34	2	0	0
Virginia	US	4/4/2020 23:34	2	0	0
Pennsylvania	US	4/4/2020 23:34	552	3	0
Indiana	US	4/4/2020 23:34	59	2	0
Kentucky	US	4/4/2020 23:34	2	0	0
Louisiana	US	4/4/2020 23:34	39	3	0
Ohio	US	4/4/2020 23:34	15	0	0
South Carolina	US	4/4/2020 23:34	2	0	0
California	US	4/4/2020 23:34	1	0	0
California	US	4/4/2020 23:34	3	0	0
Virginia	US	4/4/2020 23:34	6	0	0
Virginia	US	4/4/2020 23:34	6	0	0
Mississippi	US	4/4/2020 23:34	6	1	0
Alaska	US	4/4/2020 23:34	81	1	0
Kentucky	US	4/4/2020 23:34	3	1	0
South Carolina	US	4/4/2020 23:34	68	3	0
Tennessee	US	4/4/2020 23:34	10	0	0
Texas	US	4/4/2020 23:34	1	0	0
Texas	US	4/4/2020 23:34	1	0	0
Maine	US	4/4/2020 23:34	20	0	0
Texas	US	4/4/2020 23:34	10	0	0
Maryland	US	4/4/2020 23:34	289	6	0
Minnesota	US	4/4/2020 23:34	36	0	0
North Carolina	US	4/4/2020 23:34	3	0	0
Nebraska	US	4/4/2020 23:34	1	0	0
Michigan	US	4/4/2020 23:34	4	0	0
Arizona	US	4/4/2020 23:34	42	0	0
Iowa	US	4/4/2020 23:34	1	0	0
Georgia	US	4/4/2020 23:34	5	0	0
Colorado	US	4/4/2020 23:34	500	10	0
Colorado	US	4/4/2020 23:34	1	0	0
Michigan	US	4/4/2020 23:34	3	0	0
Arkansas	US	4/4/2020 23:34	1	0	0
Virginia	US	4/4/2020 23:34	150	2	0
Pennsylvania	US	4/4/2020 23:34	12	0	0
Maine	US	4/4/2020 23:34	1	0	0
Louisiana	US	4/4/2020 23:34	284	7	0
North Carolina	US	4/4/2020 23:34	1	0	0
Ohio	US	4/4/2020 23:34	3	0	0
Wisconsin	US	4/4/2020 23:34	1	0	0
Arkansas	US	4/4/2020 23:34	1	0	0
Ohio	US	4/4/2020 23:34	11	0	0
Washington	US	4/4/2020 23:34	1	0	0
Louisiana	US	4/4/2020 23:34	56	0	0
Texas	US	4/4/2020 23:34	2	0	0
Kansas	US	4/4/2020 23:34	2	0	0
Missouri	US	4/4/2020 23:34	1	0	0
Ohio	US	4/4/2020 23:34	3	1	0
New Jersey	US	4/4/2020 23:34	98	1	0
Oklahoma	US	4/4/2020 23:34	1	0	0
Mississippi	US	4/4/2020 23:34	14	0	0
Iowa	US	4/4/2020 23:34	1	0	0
Ohio	US	4/4/2020 23:34	6	0	0
Virginia	US	4/4/2020 23:34	7	0	0
South Dakota	US	4/4/2020 23:34	1	0	0
Texas	US	4/4/2020 23:34	4	0	0
Alabama	US	4/4/2020 23:34	12	0	0
Louisiana	US	4/4/2020 23:34	36	1	0
Colorado	US	4/4/2020 23:34	9	0	0
Georgia	US	4/4/2020 23:34	6	0	0
Florida	US	4/4/2020 23:34	11	0	0
Georgia	US	4/4/2020 23:34	4	1	0
Alabama	US	4/4/2020 23:34	29	1	0
Georgia	US	4/4/2020 23:34	11	1	0
Maryland	US	4/4/2020 23:34	491	4	0
Maryland	US	4/4/2020 23:34	343	6	0
South Carolina	US	4/4/2020 23:34	5	0	0
Georgia	US	4/4/2020 23:34	3	0	0
Idaho	US	4/4/2020 23:34	5	0	0
Alabama	US	4/4/2020 23:34	2	0	0
West Virginia	US	4/4/2020 23:34	2	0	0
North Dakota	US	4/4/2020 23:34	2	0	0
Massachusetts	US	4/4/2020 23:34	330	6	0
South Carolina	US	4/4/2020 23:34	2	0	0
Kentucky	US	4/4/2020 23:34	1	0	0
Wisconsin	US	4/4/2020 23:34	1	0	0
Georgia	US	4/4/2020 23:34	22	2	0
Michigan	US	4/4/2020 23:34	5	0	0
Missouri	US	4/4/2020 23:34	1	0	0
Indiana	US	4/4/2020 23:34	45	0	0
Kansas	US	4/4/2020 23:34	3	0	0
Georgia	US	4/4/2020 23:34	160	7	0
Texas	US	4/4/2020 23:34	10	0	0
Missouri	US	4/4/2020 23:34	3	0	0
Kentucky	US	4/4/2020 23:34	1	0	0
Arkansas	US	4/4/2020 23:34	1	0	0
Florida	US	4/4/2020 23:34	23	1	0
Michigan	US	4/4/2020 23:34	24	0	0
Wisconsin	US	4/4/2020 23:34	3	0	0
South Dakota	US	4/4/2020 23:34	21	1	0
